date,평균기온(°C),최저기온(°C),최고기온(°C),평균 이슬점온도(°C),평균 현지기압(hPa),평균 해면기압(hPa),합계 일사량(MJ/m2),평균 지면온도(°C),elec
20181127,7.7,0.4,14.2,4.6,1015.0,1023.5,8.62,6.1,722652.1058220555
20181128,5.2,1.5,10.7,-6.8,1016.5,1025.0,7.51,4.7,723196.157489644
20181129,4.7,-0.7,9.4,-3.9,1018.2,1026.8,5.95,2.5,724924.6613986059
20181130,5.7,1.4,11.6,-1.9,1018.6,1027.2,11.48,5.6,723294.9574891564
20181201,5.2,1.0,12.1,-0.3,1019.1,1027.7,8.55,4.8,762350.1089570798
20181202,8.0,0.6,15.0,3.2,1015.5,1024.0,8.59,6.3,763400.7682359933
20181203,12.6,9.3,15.0,11.6,1008.7,1017.0,1.92,10.7,763788.9415598499
20181204,9.5,3.3,14.6,6.9,1010.9,1019.3,4.77,10.1,763759.0090976799
20181205,1.5,-2.7,5.3,-5.7,1018.4,1027.1,9.22,2.3,763853.8208252172
20181206,2.7,0.5,5.7,-0.9,1015.2,1023.9,5.56,4.2,762477.0275604995
20181207,-3.7,-7.1,2.4,-11.2,1023.7,1032.6,10.44,0.5,762443.1053378845
20181208,-6.6,-9.9,-2.3,-13.8,1025.3,1034.4,9.22,-2.2,764101.809791913
20181209,-5.8,-11.0,-0.5,-16.6,1027.9,1037.0,12.5,-2.0,762296.2854023478
20181210,-2.8,-8.7,4.1,-14.1,1025.7,1034.6,11.7,-1.0,763980.2537117546
20181211,-0.8,-2.8,0.4,-4.7,1020.2,1029.0,1.64,-0.7,763009.4600244814
20181212,-1.2,-4.5,4.0,-8.2,1021.3,1030.2,9.68,-0.6,761832.6541623314
20181213,-0.8,-5.6,6.1,-5.3,1021.4,1030.3,7.39,-0.2,763097.400577832
20181214,-2.7,-6.5,2.6,-9.8,1026.7,1035.7,11.63,-0.8,762505.7766594555
20181215,-2.5,-8.2,4.3,-9.8,1023.9,1032.8,11.38,-1.6,762763.0850072305
20181216,0.7,-3.6,6.3,-4.1,1013.0,1021.7,6.84,0.4,761767.7240827555
20181217,3.6,0.5,7.8,-2.6,1010.6,1019.2,10.18,2.0,761995.2483841492
20181218,2.9,-2.3,8.9,-2.2,1013.1,1021.7,9.52,2.5,763366.3867017302
20181219,6.7,1.6,12.2,1.2,1012.9,1021.4,9.35,3.6,763182.1794684862
20181220,4.2,0.0,10.0,-1.8,1015.0,1023.6,6.8,3.8,763703.1512420629
20181221,4.6,-2.6,10.0,-0.8,1015.0,1023.6,6.34,2.5,763318.4045231671
20181222,6.6,0.8,13.8,0.5,1014.7,1023.2,9.99,4.8,763038.8340081384
20181223,5.4,-0.7,10.6,-4.8,1016.3,1024.9,11.08,4.4,762518.0828829344
20181224,-0.9,-4.9,4.2,-9.2,1019.6,1028.4,11.51,0.4,763427.6613312344
20181225,-0.3,-5.7,4.7,-5.9,1016.5,1025.2,5.68,-1.0,760427.6079016185
20181226,1.7,-1.5,5.9,-8.2,1016.4,1025.1,10.06,1.6,762666.1303964225
20181227,-5.9,-8.4,-1.5,-17.9,1021.4,1030.4,11.98,-2.8,762448.538409738
20181228,-8.6,-11.1,-4.0,-14.5,1024.0,1033.1,10.62,-3.7,762889.9834085868
20181229,-6.1,-10.7,-0.7,-14.2,1027.0,1036.1,11.7,-4.5,761171.4205044189
20181230,-5.4,-10.4,0.2,-14.5,1029.1,1038.2,12.15,-4.1,762569.2521318655
20181231,-4.7,-10.7,2.5,-12.7,1028.7,1037.7,11.98,-4.6,761607.6600471134
